SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
160735,0,Cash loans,F,N,Y,0,202500.0,703728.0,55728.0,607500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-15440,-526,-536.0,-4486,,1,1,0,1,0,0,Cleaning staff,1.0,1,1,MONDAY,18,0,1,1,0,0,0,Government,0.4892688807856218,0.5774195152714556,0.3441550073724169,0.1649,0.092,0.9806,0.7348,0.0286,0.0,0.069,0.1667,0.2083,0.0738,0.1345,0.0606,0.0,0.0,0.1681,0.0955,0.9806,0.7452,0.0288,0.0,0.069,0.1667,0.2083,0.0755,0.1469,0.0632,0.0,0.0,0.1665,0.092,0.9806,0.7383,0.0287,0.0,0.069,0.1667,0.2083,0.0751,0.1368,0.0617,0.0,0.0,reg oper account,block of flats,0.0477,"Stone, brick",No,1.0,0.0,1.0,0.0,-386.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
160855,0,Cash loans,F,N,N,0,270000.0,630000.0,24543.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018029,-8176,-996,-8176.0,-835,,1,1,1,1,1,0,Core staff,1.0,3,3,MONDAY,14,0,0,0,0,0,0,Transport: type 4,0.4282690244658465,0.081380994852796,0.2636468134452008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1097.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
161176,0,Revolving loans,F,N,Y,4,90000.0,270000.0,13500.0,270000.0,Family,State servant,Higher education,Married,House / apartment,0.015221,-14102,-3931,-3423.0,-1557,,1,1,1,1,1,0,Core staff,6.0,2,2,MONDAY,15,0,0,0,0,1,1,Security Ministries,0.5494633163725122,0.4675958729244436,0.4170996682522097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
162250,0,Cash loans,F,N,Y,1,117450.0,687600.0,18135.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-11312,-371,-75.0,-2947,,1,1,1,1,0,0,Sales staff,3.0,1,1,THURSDAY,10,0,0,0,0,1,1,Business Entity Type 2,0.1501070507466524,0.2386867699094324,0.2151824041847538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
162283,0,Cash loans,F,Y,Y,1,207000.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Higher education,Married,With parents,0.010006,-14626,-707,-7210.0,-4297,1.0,1,1,0,1,0,1,,3.0,2,1,TUESDAY,14,0,0,0,0,0,0,Other,0.4761013256089272,0.4992747869288629,0.191821602413606,0.0206,,0.9841,,,,0.1034,0.0417,,0.0244,,0.0201,,0.0099,0.021,,0.9841,,,,0.1034,0.0417,,0.0249,,0.021,,0.0104,0.0208,,0.9841,,,,0.1034,0.0417,,0.0248,,0.0205,,0.0101,,block of flats,0.018,Wooden,No,4.0,0.0,4.0,0.0,-878.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
162429,0,Cash loans,F,N,Y,0,76500.0,234324.0,24138.0,207000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-23211,365243,-11.0,-5093,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.6366430728427359,0.807273923277881,0.1701,,0.9995,0.9932,0.0343,0.08,0.069,0.2917,,0.0316,0.1362,0.115,0.0116,0.1435,0.1733,,0.9995,0.9935,0.0346,0.0806,0.069,0.2917,,0.0323,0.1488,0.1198,0.0117,0.1519,0.1718,,0.9995,0.9933,0.0345,0.08,0.069,0.2917,,0.0321,0.1385,0.1171,0.0116,0.1465,reg oper account,block of flats,0.1293,Monolithic,No,0.0,0.0,0.0,0.0,-2370.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
162851,0,Cash loans,M,Y,Y,5,450000.0,497520.0,56263.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006629,-17478,-1792,-1896.0,-999,10.0,1,1,0,1,0,0,Managers,7.0,2,2,MONDAY,6,0,0,0,0,0,0,Self-employed,0.5470660525335614,0.4635532472717802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
163546,0,Cash loans,M,N,N,2,234000.0,229500.0,11160.0,229500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0066709999999999,-11931,-3381,-27.0,-3899,,1,1,1,1,0,0,Core staff,4.0,2,2,SUNDAY,14,0,0,0,1,1,1,Military,,0.6424201422117459,0.3842068130556564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-161.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
163722,0,Cash loans,F,N,Y,0,54000.0,123637.5,8923.5,112500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,-23247,365243,-2513.0,-4414,,1,0,0,1,1,0,,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.5972179265554542,0.7958031328748403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
164186,0,Cash loans,F,N,Y,0,112500.0,225000.0,8482.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.035792,-17274,-1975,-5630.0,-398,,1,1,0,1,0,0,Managers,1.0,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.7159240568717258,0.6878398227167543,0.8590531292026357,,,0.9463,,,,,0.0,,,,0.0178,,,,,0.9464,,,,,0.0,,,,0.0186,,,,,0.9463,,,,,0.0,,,,0.0181,,,,block of flats,0.014,"Stone, brick",No,1.0,0.0,1.0,0.0,-1498.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
164192,0,Cash loans,F,N,Y,0,108000.0,560664.0,17190.0,468000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-22529,365243,-7393.0,-4298,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,0.800240301145442,0.6862223533057529,0.7394117535524816,0.6144,,0.9886,,,0.6,0.5172,0.4167,,,,0.6579999999999999,,0.0215,0.6261,,0.9886,,,0.6042,0.5172,0.4167,,,,0.6856,,0.0228,0.6204,,0.9886,,,0.6,0.5172,0.4167,,,,0.6698,,0.022,,block of flats,0.5222,Panel,No,0.0,0.0,0.0,0.0,-447.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
165118,0,Cash loans,F,N,N,0,126000.0,450000.0,19822.5,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.035792,-13988,-3054,-2892.0,-4637,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6577737654815345,0.6610235391308081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1745.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
165267,0,Cash loans,F,N,N,1,171000.0,450000.0,24543.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-9064,-1681,-3551.0,-1723,,1,1,1,1,0,0,Laborers,2.0,2,2,TUESDAY,9,0,0,0,1,1,0,Medicine,0.1576558068327088,0.5534544034565546,0.6263042766749393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1004.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0
167766,0,Cash loans,F,N,N,0,405000.0,1494436.5,61803.0,1395000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.072508,-16559,-2557,-1981.0,-120,,1,1,0,1,0,0,,1.0,1,1,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.6561230962043869,0.7258226286004312,0.3170317785834444,0.2948,0.1857,0.9796,,,0.32,0.2759,0.3333,,,,0.1913,,0.3351,0.3004,0.1927,0.9796,,,0.3222,0.2759,0.3333,,,,0.1993,,0.3548,0.2977,0.1857,0.9796,,,0.32,0.2759,0.3333,,,,0.1947,,0.3422,,block of flats,0.2233,Panel,No,0.0,0.0,0.0,0.0,-1641.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
168067,1,Cash loans,F,N,N,1,112500.0,942300.0,30528.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.020246,-15466,-3906,-7413.0,-3984,,1,1,0,1,0,0,Laborers,3.0,3,3,THURSDAY,13,0,0,0,0,0,0,Medicine,0.5005641282355285,0.4666922871539335,0.6041125998015721,0.0856,0.1027,0.9831,0.7688,0.0247,0.0,0.1034,0.1667,0.0417,0.0229,0.0664,0.0727,0.0154,0.0276,0.0872,0.1066,0.9831,0.7779,0.0249,0.0,0.1034,0.1667,0.0417,0.0234,0.0725,0.0758,0.0156,0.0292,0.0864,0.1027,0.9831,0.7719,0.0248,0.0,0.1034,0.1667,0.0417,0.0233,0.0676,0.074,0.0155,0.0282,reg oper spec account,block of flats,0.0767,"Stone, brick",No,0.0,0.0,0.0,0.0,-1722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
168286,0,Revolving loans,F,N,Y,3,450000.0,675000.0,33750.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.072508,-15252,-552,-64.0,-4874,,1,1,0,1,1,0,High skill tech staff,5.0,1,1,SUNDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.7380194607727149,0.2525986978339766,0.0629,0.0825,0.9613,0.4696,0.1519,0.24,0.2069,0.1667,0.0417,,0.0504,0.0875,0.0039,0.0653,0.0641,0.0857,0.9613,0.4904,0.1533,0.2417,0.2069,0.1667,0.0417,,0.0551,0.0912,0.0039,0.0691,0.0635,0.0825,0.9613,0.4767,0.1529,0.24,0.2069,0.1667,0.0417,,0.0513,0.0891,0.0039,0.0667,reg oper account,block of flats,0.083,"Stone, brick",No,0.0,0.0,0.0,0.0,-448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
168300,0,Cash loans,M,Y,Y,0,112500.0,112500.0,8131.5,112500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-22974,365243,-1131.0,-3164,13.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.5893718704769024,0.4722533429586386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1131.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
169001,0,Cash loans,F,N,N,0,225000.0,924394.5,30681.0,702000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.032561,-18594,-4608,-9971.0,-1170,,1,1,0,1,1,0,Laborers,1.0,1,1,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.7504222140195533,,0.0186,0.0051,0.9513,,,0.0132,0.0572,0.1525,,,,0.0258,,0.0146,0.0105,0.0,0.9513,,,0.0,0.0345,0.1667,,,,0.0132,,0.0091,0.0208,0.0051,0.9513,,,0.0,0.0345,0.1667,,,,0.0257,,0.0166,,block of flats,0.0234,"Stone, brick",No,8.0,0.0,8.0,0.0,-806.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
169179,0,Cash loans,F,Y,N,0,270000.0,855000.0,25128.0,855000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,0.04622,-18952,-311,-9928.0,-2143,13.0,1,1,1,1,1,0,Core staff,2.0,1,1,FRIDAY,16,0,0,0,0,0,0,Self-employed,,0.7528918046976563,0.7675231046555077,0.0186,0.0091,0.9578,0.422,,0.0,0.1034,0.0833,0.125,,0.0151,0.0289,0.0,0.0,0.0189,0.0094,0.9578,0.4446,,0.0,0.1034,0.0833,0.125,,0.0165,0.0301,0.0,0.0,0.0187,0.0091,0.9578,0.4297,,0.0,0.1034,0.0833,0.125,,0.0154,0.0294,0.0,0.0,reg oper account,block of flats,0.0243,"Stone, brick",No,1.0,0.0,1.0,0.0,-638.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,9.0
169889,0,Cash loans,F,N,Y,0,45000.0,517500.0,14958.0,517500.0,Other_B,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-20298,365243,-7911.0,-3737,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.1953537989258013,0.6528965519806539,0.0619,0.0735,0.9891,0.8504,0.0095,0.0,0.1379,0.1667,0.2083,0.0747,0.0504,0.0545,0.0,0.0014,0.063,0.0763,0.9891,0.8563,0.0096,0.0,0.1379,0.1667,0.2083,0.0764,0.0551,0.0568,0.0,0.0014,0.0625,0.0735,0.9891,0.8524,0.0095,0.0,0.1379,0.1667,0.2083,0.076,0.0513,0.0555,0.0,0.0014,reg oper account,block of flats,0.0432,"Stone, brick",No,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
170346,0,Cash loans,F,N,N,0,180000.0,781920.0,39924.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-19305,-753,-12180.0,-2647,,1,1,1,1,0,0,Laborers,1.0,1,1,TUESDAY,15,0,0,0,0,0,0,Industry: type 11,0.7600861871119999,0.7458237037357329,,0.0794,0.0607,0.9762,0.6736,0.0352,0.0,0.1724,0.1667,0.2083,0.0,0.063,0.0432,0.0077,0.0885,0.0809,0.063,0.9762,0.6864,0.0355,0.0,0.1724,0.1667,0.2083,0.0,0.0689,0.045,0.0078,0.0936,0.0802,0.0607,0.9762,0.6779999999999999,0.0354,0.0,0.1724,0.1667,0.2083,0.0,0.0641,0.0439,0.0078,0.0903,reg oper account,block of flats,0.0544,Panel,No,1.0,0.0,1.0,0.0,-485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
171846,0,Cash loans,F,N,Y,0,180000.0,719860.5,48298.5,679500.0,Unaccompanied,Commercial associate,Higher education,Separated,Municipal apartment,0.04622,-19772,-4422,-3692.0,-3334,,1,1,1,1,0,0,High skill tech staff,1.0,1,1,SUNDAY,13,1,0,1,1,1,1,Other,0.7980652844340069,0.6504466623582217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1737.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
172158,0,Cash loans,F,Y,N,0,342000.0,728460.0,44694.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-23421,365243,-11714.0,-4753,31.0,1,0,0,1,1,0,,2.0,3,3,TUESDAY,10,0,0,0,0,0,0,XNA,0.5964341802367219,0.5648867674092501,0.2055981385493208,0.1289,0.1361,0.9836,0.7756,0.0187,,0.3103,0.1667,0.2083,0.1345,0.1042,0.1237,0.0039,0.0026,0.1313,0.1412,0.9836,0.7844,0.0189,,0.3103,0.1667,0.2083,0.1376,0.1139,0.1288,0.0039,0.0027,0.1301,0.1361,0.9836,0.7786,0.0188,,0.3103,0.1667,0.2083,0.1368,0.106,0.1259,0.0039,0.0027,reg oper spec account,block of flats,0.1081,"Stone, brick",No,0.0,0.0,0.0,0.0,-2790.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,2.0
172233,0,Cash loans,M,Y,Y,1,72000.0,225000.0,14508.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-17394,365243,-4183.0,-941,16.0,1,0,0,1,1,0,,3.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.2598076423985638,0.6279908192952864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-3194.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
172360,0,Cash loans,M,Y,Y,0,157500.0,1116000.0,32760.0,1116000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-19769,-6589,-3855.0,-3301,17.0,1,1,0,1,0,0,Laborers,2.0,3,3,TUESDAY,16,0,0,0,0,0,0,Self-employed,0.5845868722516236,0.5178218768783398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-349.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
172787,0,Cash loans,M,N,N,0,180000.0,675000.0,21775.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-15432,-5501,-8117.0,-3980,,1,1,0,1,1,0,,2.0,2,2,FRIDAY,13,0,1,1,0,1,1,Business Entity Type 3,0.4514133439242097,0.6298122974981882,0.2055981385493208,,0.0881,0.9776,,,,0.2069,0.1667,,,,0.0475,,0.0923,,0.0914,0.9777,,,,0.2069,0.1667,,,,0.0494,,0.0977,,0.0881,0.9776,,,,0.2069,0.1667,,,,0.0483,,0.0942,,,0.0574,Panel,No,2.0,0.0,2.0,0.0,-2806.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
173645,0,Cash loans,M,Y,Y,1,144000.0,911079.0,32409.0,760500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019101,-11946,-332,-2819.0,-3315,34.0,1,1,0,1,0,0,Drivers,3.0,2,2,SATURDAY,12,0,0,0,0,1,1,Self-employed,,0.5744821112047114,0.6910212267577837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
173913,0,Cash loans,F,N,Y,0,180000.0,331834.5,20182.5,252000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.020713,-22322,-5748,-13660.0,-4131,,1,1,0,1,0,0,Sales staff,2.0,3,2,FRIDAY,5,0,0,0,0,0,0,Realtor,0.8449820338166375,0.5142939196306409,0.7764098512142026,0.0433,0.0641,0.9642,0.5104,0.0163,0.0,0.1724,0.1667,0.2083,0.0092,0.0336,0.0621,0.0077,0.071,0.0441,0.0665,0.9643,0.5296,0.0164,0.0,0.1724,0.1667,0.2083,0.0094,0.0367,0.0647,0.0078,0.0752,0.0437,0.0641,0.9642,0.5169,0.0164,0.0,0.1724,0.1667,0.2083,0.0094,0.0342,0.0632,0.0078,0.0725,reg oper account,block of flats,0.0732,"Stone, brick",No,0.0,0.0,0.0,0.0,-2046.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
174227,0,Cash loans,M,N,Y,0,225000.0,521280.0,35392.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008575,-17835,-1170,-1374.0,-1366,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.4341638954480002,0.5365266287090772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-814.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
174278,0,Cash loans,F,N,Y,0,54000.0,90000.0,5152.5,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.035792,-23536,365243,-538.0,-4784,,1,0,0,1,1,0,,1.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.7445531098141378,0.3962195720630885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
174499,0,Cash loans,M,Y,N,0,112500.0,85320.0,6183.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.018029,-19509,-1775,-7331.0,-2785,23.0,1,1,0,1,0,0,Laborers,2.0,3,3,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.5899261141082598,0.1202236244384289,0.3825018041447388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1323.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
175173,0,Cash loans,F,N,Y,0,112500.0,270000.0,10003.5,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.00702,-8980,-259,-6160.0,-1662,,1,1,1,1,0,0,Core staff,1.0,2,2,TUESDAY,15,0,0,0,0,1,1,Bank,0.1620515918052454,0.5656176022670959,0.4614823912998385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,8.0,1.0,-384.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
